价格,面积,室,卫,所在楼层,总楼层,位置1,位置2,小区,地铁站名,地铁距离
4300.0,18.0,3,1,3,32,朝阳区,望京南,蓝色家园,12号线高家园站,900
1910.0,11.0,2,1,5,6,顺义区,顺义,东兴二区,15号线顺义站,800
2930.0,10.0,3,1,6,28,海淀区,西二旗,融泽嘉园12号院,"13号线,昌平线西二旗站",1100
2230.0,7.0,2,1,4,6,丰台区,首经贸,新村四里,"10号线,房山线首经贸站",1050
1740.0,11.0,3,1,2,11,通州区,北运河西,运乔嘉园,6号线北运河西站,1000
3510.0,15.0,2,1,3,6,朝阳区,望京南,大山子北里,14号线东段望京南站,550
2030.0,10.0,3,1,9,26,昌平区,昌平,金隅万科城,昌平线昌平站,900
2620.0,11.0,3,1,14,15,朝阳区,立水桥南,溪城家园二号院,5号线立水桥南站,1250
1880.0,12.0,3,1,1,6,通州区,通州北关,东潞苑,6号线通州北关站,2350
2630.0,14.0,3,1,5,15,朝阳区,管庄,朝阳旺角,八通线管庄站,1050
3030.0,17.0,4,1,22,24,丰台区,宋家庄,一栋苑,"5号线,10号线,亦庄线宋家庄站",650
2230.0,7.0,3,1,5,6,朝阳区,常营,管庄东里,6号线常营站,700
2140.0,15.0,4,1,4,5,通州区,次渠,府东苑,"亦庄线,17号线次渠站",1150
2440.0,18.0,3,1,4,6,通州区,北神树,金色漫香林五期,亦庄线万源街站,3000
2650.0,17.0,3,1,2,6,大兴区,西红门,兴海家园日苑,4号线大兴线西红门站,350
2750.0,10.0,2,1,1,6,朝阳区,黄渠,荟康苑,6号线黄渠站,800
3550.0,17.0,3,1,1,6,朝阳区,望京,南湖中园小区,"14号线东段,15号线望京站",700
5280.0,17.0,2,1,3,6,海淀区,知春里,知春东里,10号线知春里站,250
2130.0,16.0,3,1,3,6,大兴区,黄村火车站,车站中里,4号线大兴线黄村火车站站,250
3650.0,13.0,2,1,15,16,西城区,达官营,荣丰2008,"7号线,16号线达官营站",450
2840.0,11.0,3,1,28,29,丰台区,宋家庄,鲁能榴景秀苑,"5号线,10号线,亦庄线宋家庄站",550
2340.0,12.0,3,1,4,18,通州区,梨园,园景东区,八通线梨园站,150
2570.0,18.0,3,1,2,6,丰台区,丰台东大街,北大地四里,9号线丰台东大街站,900
4730.0,59.0,1,1,21,24,石景山区,金安桥,金铸阳光苑,"6号线,S1线金安桥站",500
1860.0,10.0,2,1,8,28,通州区,同济南路,宏仁家园,亦庄线同济南路站,3100
2480.0,10.0,3,1,5,18,昌平区,生命科学园,领秀慧谷D区,昌平线生命科学园站,700
2270.0,17.0,4,1,4,6,通州区,次渠,次渠怡芳园小区,"亦庄线,17号线次渠站",600
1370.0,8.0,3,1,5,24,房山区,良乡大学城,首创紫悦台,房山线良乡大学城站,550
2420.0,10.0,3,1,5,18,朝阳区,管庄,管庄新村,八通线管庄站,600
2230.0,10.0,3,1,15,16,顺义区,花梨坎,枫泉花园,15号线花梨坎站,700
2410.0,11.0,3,1,8,13,朝阳区,东坝中街,金泽家园C区,6号线褡裢坡站,3950
2060.0,8.0,4,1,27,28,丰台区,樊羊路,花香东苑,房山线樊羊路站,450
3090.0,18.0,3,1,26,29,丰台区,丽泽商务区,金都苑,10号线纪家庙站,2300
1470.0,7.0,3,1,11,30,通州区,通州北关,富力惠兰美居,6号线通州北关站,3100
2100.0,18.0,2,1,4,6,昌平区,昌平,昌平永安里,昌平线昌平站,1000
1490.0,10.0,3,1,6,24,房山区,广阳城,城建广悦居,房山线广阳城站,750
1600.0,13.0,4,1,7,10,房山区,篱笆房,碧桂园温泉小区C区,房山线篱笆房站,1500
1350.0,9.0,4,1,4,8,房山区,篱笆房,合景领峰,房山线篱笆房站,850
1760.0,13.0,2,1,7,10,房山区,长阳,张家场小区,房山线长阳站,1300
3520.0,13.0,3,1,19,23,朝阳区,双井,非常生活,"7号线,10号线双井站",600
2020.0,10.0,3,1,8,19,大兴区,荣昌东街,南海家园七里,亦庄线荣昌东街站,3700
2110.0,12.0,4,1,16,18,大兴区,西红门,星光公寓,4号线大兴线西红门站,1450
2530.0,11.0,3,1,11,15,海淀区,永丰,友谊嘉园三期,16号线永丰站,2150
2680.0,11.0,2,1,9,15,海淀区,永丰,友谊嘉园三期,16号线永丰站,2150
3290.0,14.0,4,1,21,25,朝阳区,东湖渠,望京花园东区,14号线东段东湖渠站,700
3030.0,23.0,2,1,4,4,昌平区,龙泽,二拨子新村东区,13号线龙泽站,1750
2690.0,9.0,2,1,9,28,朝阳区,北岗子,将府锦苑,14号线东段将台站,3550
3090.0,17.0,3,1,15,25,丰台区,方庄,芳城园一区,14号线东段方庄站,550
2940.0,27.0,5,1,9,15,大兴区,高米店北,旭辉御府,4号线大兴线高米店北站,1500
4980.0,57.0,1,1,22,23,通州区,通州北苑,逸秀名园,八通线通州北苑站,800
2300.0,8.0,4,1,9,24,朝阳区,管庄,京通苑阳光华苑,八通线管庄站,500
2350.0,11.0,3,1,4,6,朝阳区,星火,姚家园西里2号院,"3号线,20号线星火站",400
1690.0,10.0,4,1,5,6,大兴区,大兴新城,新安里,4号线大兴线清源路站,1850
2080.0,18.0,3,1,3,6,通州区,通州北关,刘庄新村,6号线通州北关站,2700
1690.0,11.0,3,1,3,6,通州区,通州北关,刘庄新村,6号线通州北关站,2700
3050.0,11.0,3,1,4,7,海淀区,慈寿寺,双紫小区,"6号线,10号线慈寿寺站",800
2730.0,28.0,4,1,4,6,顺义区,国展,莲竹花园,15号线国展站,350
2830.0,16.0,3,1,2,6,朝阳区,常营,连心园西区,6号线常营站,800
2360.0,12.0,5,1,18,18,通州区,果园,世纪星城,八通线果园站,950
2140.0,11.0,4,1,2,6,大兴区,亦庄桥,贵园南里丁区,亦庄线亦庄桥站,1100
4130.0,15.0,3,1,1,20,海淀区,苏州街,稻香园,"10号线,16号线苏州街站",850
2980.0,17.0,4,1,10,24,丰台区,宋家庄,一栋苑,"5号线,10号线,亦庄线宋家庄站",650
2970.0,17.0,4,1,10,24,丰台区,宋家庄,一栋苑,"5号线,10号线,亦庄线宋家庄站",650
2170.0,12.0,3,1,10,27,通州区,次渠南,次渠家园东里2区,亦庄线次渠南站,450
2110.0,15.0,4,1,4,6,通州区,次渠南,玉江佳园,亦庄线次渠南站,650
2390.0,12.0,3,1,14,18,朝阳区,星火,姚家园东里7号院,"3号线,20号线星火站",800
2560.0,11.0,4,1,1,14,昌平区,天通苑南,天通苑西一区,5号线天通苑南站,150
3590.0,17.0,5,1,23,27,朝阳区,三元桥,国际港,"10号线,12号线,机场线三元桥站",300
2150.0,9.0,3,1,4,6,丰台区,海户屯,海户屯,8号线南段海户屯站,200
1880.0,8.0,4,1,7,17,昌平区,南邵,路劲世界城二期,昌平线南邵站,500
2830.0,8.0,2,1,9,11,东城区,天坛东门,天坛东里南区,5号线天坛东门站,900
2010.0,8.0,4,1,10,19,石景山区,古城,古城现代嘉园,1号线古城站,1250
2370.0,12.0,3,1,8,15,朝阳区,成寿寺,方于路58号院,10号线成寿寺站,1050
2700.0,10.0,3,2,21,24,丰台区,七里庄,望园东里,"9号线,14号线西段七里庄站",250
3420.0,25.0,4,1,12,24,朝阳区,高碑店,兴隆家园,八通线高碑店站,600
2950.0,18.0,3,1,4,5,大兴区,旧宫,灵秀山庄,亦庄线旧宫站,900
2850.0,11.0,3,1,11,12,东城区,广渠门外,广渠门外南街,"7号线,17号线广渠门外站",450
1950.0,20.0,3,1,7,10,昌平区,南邵,兴昌佳苑,昌平线南邵站,1000
4350.0,18.0,5,1,10,26,朝阳区,惠新西街北口,世纪嘉园,5号线惠新西街北口站,800
2980.0,12.0,4,1,4,18,海淀区,西二旗,铭科苑,"13号线,昌平线西二旗站",800
2550.0,15.0,3,1,3,6,朝阳区,黄渠,常营民族家园CDF区,6号线黄渠站,750
1910.0,14.0,3,1,5,12,大兴区,枣园,兴盛街189号院,4号线大兴线枣园站,1400
1870.0,12.0,3,1,5,12,大兴区,枣园,兴盛街189号院,4号线大兴线枣园站,1400
5400.0,67.0,1,1,12,32,海淀区,育新,新康园,8号线育新站,600
2470.0,12.0,3,1,5,6,丰台区,丰台南路,造甲南里20号院,9号线丰台南路站,400
2940.0,15.0,3,1,8,8,朝阳区,星火,姚家园西里1号院,"3号线,20号线星火站",600
2670.0,17.0,3,1,5,6,大兴区,西红门,兴海家园日苑,4号线大兴线西红门站,350
2550.0,10.0,4,1,2,6,朝阳区,星火,姚家园西里5号院,"3号线,20号线星火站",600
4440.0,61.0,2,1,4,6,大兴区,枣园,滨河西里,4号线大兴线枣园站,650
6640.0,40.0,1,1,3,6,西城区,积水潭,德胜里一区,"2号线,19号线积水潭站",1050
1720.0,14.0,3,1,2,6,大兴区,黄村火车站,观音寺南里,4号线大兴线黄村火车站站,1500
1690.0,11.0,3,1,4,6,昌平区,昌平,南环里,昌平线昌平站,850
2830.0,17.0,3,1,2,6,大兴区,荣京东街,上海沙龙,亦庄线荣京东街站,1350
1920.0,16.0,3,1,4,6,大兴区,黄村火车站,海子角南里,4号线大兴线黄村火车站站,1200
3490.0,13.0,2,1,14,20,海淀区,育新,育新花园,8号线育新站,400
3800.0,16.0,2,1,3,6,朝阳区,柳芳,和平街十四区,13号线柳芳站,450
2640.0,11.0,2,1,4,6,通州区,物资学院路,新建村二期,6号线物资学院路站,550
3090.0,13.0,2,1,11,26,丰台区,西铁营,亚林西居住区,14号线东段西铁营站,450
2140.0,10.0,3,1,7,18,朝阳区,管庄,管庄新村,八通线管庄站,600
2710.0,9.0,4,1,6,11,海淀区,清河,上林溪,13号线上地站,1600
4010.0,19.0,4,1,6,11,海淀区,清河,上林溪,13号线上地站,1600
2970.0,10.0,4,1,6,11,海淀区,清河,上林溪,13号线上地站,1600
3030.0,14.0,2,1,20,24,朝阳区,青年路,富华家园,6号线青年路站,950
2380.0,11.0,4,1,1,6,昌平区,龙泽,北京人家,13号线龙泽站,1500
2570.0,10.0,2,1,5,5,东城区,广渠门外,广和东里,"7号线,17号线广渠门外站",500
2360.0,9.0,3,1,14,21,丰台区,樊羊路,花香东苑,房山线樊羊路站,450
1430.0,8.0,3,1,11,22,房山区,良乡大学城,首创紫悦台,房山线良乡大学城站,550
1760.0,10.0,4,1,1,5,通州区,次渠南,敬园小区,亦庄线次渠南站,850
2660.0,16.0,3,1,4,6,朝阳区,草房,连心园东区,6号线草房站,500
1850.0,12.0,3,1,4,6,通州区,通州北关,刘庄新村,6号线通州北关站,2700
2250.0,10.0,3,1,8,16,顺义区,花梨坎,枫泉花园,15号线花梨坎站,700
2010.0,10.0,4,1,5,27,通州区,九棵树,玉兰湾,八通线梨园站,900
2470.0,11.0,4,1,2,4,昌平区,回龙观,南店新村,8号线育新站,1100
2060.0,12.0,4,1,12,16,房山区,篱笆房,天资华府,房山线篱笆房站,1950
2520.0,14.0,3,1,18,28,朝阳区,小红门,鸿博家园二期F区,亦庄线小红门站,550
2240.0,10.0,3,1,4,27,通州区,物资学院路,新建村小区,6号线物资学院路站,550
1890.0,11.0,4,1,4,6,昌平区,沙河高教园,北街家园六区,昌平线沙河高教园站,1900
1090.0,10.0,4,1,3,6,房山区,星城,星城北里,燕房线星城站,200
2730.0,16.0,3,1,12,18,朝阳区,星火,姚家园东里7号院,"3号线,20号线星火站",800
3010.0,15.0,3,1,4,6,朝阳区,传媒大学,电建南院,八通线传媒大学站,500
2580.0,13.0,3,1,26,27,朝阳区,小红门,鸿博家园二期C区,亦庄线小红门站,550
2530.0,13.0,4,1,5,6,朝阳区,双桥,双惠苑,八通线双桥站,500
2260.0,8.0,3,1,24,29,朝阳区,草房,保利嘉园1号院,6号线草房站,950
2260.0,12.0,3,1,5,6,丰台区,丰台东大街,东安街头条,9号线丰台东大街站,1400
3280.0,11.0,2,1,4,16,海淀区,廖公庄,金隅瑞和园,6号线廖公庄站,1400
2530.0,11.0,3,1,5,15,海淀区,永丰,友谊嘉园三期,16号线永丰站,2150
1880.0,9.0,3,1,3,6,通州区,果园,北机家属院,八通线果园站,900
4450.0,24.0,4,1,24,24,海淀区,西二旗,智学苑,"13号线,昌平线西二旗站",450
3220.0,12.0,4,1,24,24,海淀区,西二旗,智学苑,"13号线,昌平线西二旗站",450
5130.0,50.0,1,1,27,28,朝阳区,北岗子,将府锦苑,14号线东段将台站,3550
2400.0,12.0,3,1,6,6,朝阳区,草房,连心园东区,6号线草房站,500
3230.0,20.0,3,1,7,28,朝阳区,双桥,水岸双桥,八通线双桥站,250
1960.0,10.0,3,1,2,18,朝阳区,管庄,管庄新村,八通线管庄站,600
1960.0,9.0,3,1,2,6,丰台区,和义,久敬佳园二区,8号线南段和义站,850
2450.0,19.0,2,1,2,6,丰台区,火箭万源,东高地,8号线南段火箭万源站,800
4440.0,19.0,5,1,13,23,朝阳区,高家园,宏源公寓,12号线高家园站,500
3440.0,19.0,3,1,1,6,朝阳区,安立路,慧忠里,15号线安立路站,700
2530.0,12.0,3,1,6,6,昌平区,霍营,龙跃苑四区,"8号线,13号线霍营站",900
3030.0,12.0,3,1,20,28,海淀区,西二旗,回龙观新村西区,"13号线,昌平线西二旗站",1050
3120.0,12.0,3,1,2,28,昌平区,龙泽,回龙观新村东区,"13号线,昌平线西二旗站",1250
1010.0,5.0,2,1,6,13,房山区,苏庄,佳世苑小区,房山线苏庄站,650
3280.0,10.0,4,1,16,28,朝阳区,望京,望京西园一区,"14号线东段,15号线望京站",850
2480.0,10.0,3,1,9,18,朝阳区,星火,姚家园东里7号院,"3号线,20号线星火站",800
1690.0,10.0,4,1,3,9,昌平区,沙河高教园,北街家园一区,昌平线沙河高教园站,1200
1980.0,13.0,4,1,3,9,昌平区,沙河高教园,北街家园一区,昌平线沙河高教园站,1200
2020.0,14.0,4,1,3,9,昌平区,沙河高教园,北街家园一区,昌平线沙河高教园站,1200
2830.0,19.0,3,1,20,21,石景山区,金安桥,金顶阳光,"1号线,6号线苹果园站",1050
2880.0,10.0,3,1,2,6,朝阳区,劲松,劲松一区,10号线劲松站,300
2960.0,14.0,2,1,9,19,丰台区,草桥,玉安园,"10号线,大兴机场线草桥站",800
1770.0,8.0,4,1,4,6,顺义区,花梨坎,三山新新家园,15号线花梨坎站,2100
2460.0,12.0,3,1,1,10,顺义区,花梨坎,吉祥花园,15号线花梨坎站,450
3960.0,14.0,3,1,3,22,朝阳区,望京,望京西园三区,"14号线东段,15号线望京站",600
2460.0,7.0,3,1,9,18,朝阳区,劲松,劲松南路,10号线劲松站,350
1900.0,14.0,3,1,2,11,大兴区,高米店南,康盛园,4号线大兴线高米店南站,1450
2990.0,10.0,4,1,7,28,朝阳区,双井,首城国际,"7号线,10号线双井站",750
3630.0,16.0,3,1,4,6,朝阳区,双井,黄木厂6号院,"7号线,10号线双井站",550
3230.0,16.0,2,1,11,12,丰台区,刘家窑,南三环东路,5号线刘家窑站,150
1830.0,12.0,4,1,3,5,通州区,同济南路,神龙辛屯小区,亦庄线同济南路站,1650
3430.0,9.0,2,1,4,16,朝阳区,三元桥,三源里北小街,"10号线,12号线,机场线三元桥站",550
3250.0,14.0,3,1,20,26,朝阳区,百子湾,金都杭城东区,7号线百子湾站,850
3210.0,13.0,2,1,1,6,海淀区,上地,毛纺厂北小区,13号线上地站,1450
2270.0,12.0,4,1,11,15,大兴区,高米店南,新里西斯莱公馆,4号线大兴线高米店南站,500
3420.0,25.0,4,1,11,15,大兴区,高米店南,新里西斯莱公馆,4号线大兴线高米店南站,500
2580.0,19.0,3,1,1,6,通州区,万盛东,阿尔法社区,7号线万盛东站,1300
2440.0,28.0,4,1,4,21,通州区,土桥,华远铭悦,八通线土桥站,950
3040.0,11.0,3,1,28,28,朝阳区,东风北桥,梵谷水郡,"14号线东段,平谷线东风北桥站",1800
3860.0,18.0,2,1,11,18,朝阳区,枣营,枣营北里,14号线东段枣营站,250
2110.0,19.0,3,1,5,6,大兴区,清源路,富强东里,4号线大兴线清源路站,850
2170.0,14.0,3,1,10,16,昌平区,沙河,兆丰家园,昌平线沙河站,600
2070.0,10.0,3,1,1,18,大兴区,枣园,枣园尚城,4号线大兴线枣园站,450
2700.0,8.0,4,1,9,25,海淀区,西二旗,回龙观新村西区,"13号线,昌平线西二旗站",1050
1850.0,10.0,3,1,8,12,通州区,梨园,新城阳光,八通线梨园站,450
5230.0,67.0,2,1,17,29,朝阳区,草房,首开畅心园,6号线草房站,500
2020.0,15.0,3,1,2,6,昌平区,沙河,于辛家园,昌平线沙河站,750
2670.0,15.0,3,1,13,20,海淀区,玉泉路,长安新城一区,1号线玉泉路站,2250
2990.0,20.0,4,1,1,32,昌平区,天通苑,天通苑西三区,5号线天通苑站,350
2220.0,19.0,3,1,4,6,通州区,梨园,玉桥南里,八通线梨园站,1350
3490.0,25.0,2,1,9,10,大兴区,高米店南,兴涛社区,4号线大兴线高米店南站,600
1440.0,10.0,3,1,1,10,房山区,良乡大学城西,紫汇家园,房山线良乡大学城西站,550
1860.0,12.0,3,1,3,6,通州区,梨园,葛布店东里,八通线梨园站,700
3100.0,13.0,2,1,1,26,丰台区,西铁营,亚林西居住区,14号线东段西铁营站,450
3080.0,9.0,2,1,1,26,丰台区,西铁营,亚林西居住区,14号线东段西铁营站,450
2270.0,10.0,4,1,3,6,昌平区,天通苑南,天通苑东一区,5号线天通苑南站,1650
3520.0,13.0,3,1,1,28,朝阳区,双井,首城国际,"7号线,10号线双井站",750
3150.0,11.0,3,1,23,28,海淀区,西二旗,回龙观新村西区,"13号线,昌平线西二旗站",1050
1700.0,8.0,3,1,2,6,顺义区,顺义,义宾北区,15号线顺义站,750
2530.0,15.0,3,1,10,15,朝阳区,北岗子,恒大江湾,"12号线,平谷线北岗子站",800
2370.0,12.0,3,1,10,15,朝阳区,北岗子,恒大江湾,"12号线,平谷线北岗子站",800
2060.0,9.0,3,1,10,16,顺义区,花梨坎,枫泉花园,15号线花梨坎站,700
3940.0,18.0,2,1,5,6,朝阳区,健德门,裕中西里,10号线健德门站,550
3100.0,15.0,3,1,8,26,朝阳区,常营,万象新天三区,6号线常营站,250
3300.0,16.0,4,1,4,6,海淀区,上地,财大家属院,13号线上地站,300
1730.0,10.0,4,1,5,6,通州区,九棵树,翠屏南里,八通线果园站,1100
2500.0,16.0,3,1,4,6,朝阳区,常营,连心园西区,6号线常营站,800
2790.0,17.0,3,1,4,6,朝阳区,常营,连心园西区,6号线常营站,800
1680.0,18.0,4,1,3,5,房山区,阎村,绿城百合公寓栖霞苑,燕房线阎村站,950
2390.0,12.0,5,1,2,6,昌平区,龙泽,北京人家,13号线龙泽站,1500
3260.0,11.0,3,1,13,28,海淀区,西二旗,回龙观新村中区,"13号线,昌平线西二旗站",1100
2750.0,8.0,3,1,13,28,海淀区,西二旗,回龙观新村中区,"13号线,昌平线西二旗站",1100
2060.0,21.0,4,1,14,21,房山区,篱笆房,天资华府,房山线篱笆房站,1950
2310.0,9.0,3,1,9,17,昌平区,天通苑南,天通苑东一区,5号线天通苑南站,1650
2030.0,12.0,4,1,1,12,大兴区,荣昌东街,泰河园一里一区,亦庄线荣昌东街站,2200
1960.0,8.0,3,1,2,28,朝阳区,垡头,垡头翠城馨园南区,7号线垡头站,850
2400.0,13.0,4,1,4,6,通州区,通州北苑,华兴园,八通线通州北苑站,450
2350.0,10.0,3,1,4,6,昌平区,天通苑东,天通苑东三区,5号线天通苑南站,2250
1780.0,12.0,3,1,4,6,通州区,梨园,艺苑西街7号院,八通线梨园站,1100
1790.0,12.0,3,1,4,6,通州区,梨园,艺苑西街7号院,八通线梨园站,1100
1900.0,12.0,4,1,14,17,昌平区,沙河高教园,北街家园五区,昌平线沙河高教园站,950
3280.0,21.0,4,1,8,15,海淀区,永丰,友谊嘉园三期,16号线永丰站,2150
2370.0,9.0,4,1,1,6,昌平区,龙泽,龙兴园中区,"13号线,昌平线西二旗站",1600
2730.0,14.0,4,1,12,18,朝阳区,传媒大学,定福庄西街,八通线传媒大学站,350
3030.0,12.0,3,1,20,28,海淀区,西二旗,回龙观新村西区,"13号线,昌平线西二旗站",1050
2680.0,14.0,3,1,7,12,丰台区,刘家窑,南三环东路甲8号,5号线刘家窑站,300
2340.0,15.0,4,1,1,7,通州区,通州北苑,旅游新村,八通线通州北苑站,400
1840.0,13.0,3,1,10,11,通州区,万盛东,小稿村,7号线万盛东站,1200
2090.0,6.0,4,1,1,15,丰台区,草桥,草桥欣园四区,"10号线,大兴机场线草桥站",200
2020.0,10.0,4,1,4,9,朝阳区,管庄,远洋一方润园,八通线管庄站,950
2220.0,10.0,3,1,3,6,朝阳区,黄渠,常营民族家园CDF区,6号线黄渠站,750
1960.0,15.0,3,1,4,6,丰台区,火箭万源,清和园,8号线南段火箭万源站,1450
2650.0,17.0,5,1,6,6,朝阳区,黄渠,常营民族家园CDF区,6号线黄渠站,750
1600.0,8.0,4,1,3,6,通州区,万盛东,阿尔法社区,7号线万盛东站,1300
2730.0,18.0,3,1,12,14,丰台区,木樨园,东木樨园小区,8号线南段木樨园站,550
4650.0,25.0,1,1,3,17,西城区,达官营,荣丰2008,"7号线,16号线达官营站",450
2630.0,13.0,3,1,12,20,丰台区,纪家庙,青秀城,10号线纪家庙站,1100
2380.0,10.0,3,1,12,20,丰台区,纪家庙,青秀城,10号线纪家庙站,1100
3160.0,9.0,4,1,14,16,朝阳区,朝阳门,朝内小区,"2号线,6号线朝阳门站",300
2140.0,9.0,3,1,15,18,朝阳区,管庄,远洋一方润园3号院,八通线管庄站,900
2990.0,19.0,3,1,8,20,西城区,达官营,嘉莲苑,"7号线,16号线达官营站",1600
2300.0,9.0,2,1,3,6,丰台区,石榴庄,石榴庄西街,10号线石榴庄站,300
3140.0,10.0,3,1,2,21,西城区,湾子,丽水莲花,7号线湾子站,150
1620.0,11.0,4,1,2,6,丰台区,张郭庄,福生园,14号线西段张郭庄站,700
1820.0,17.0,3,1,5,6,通州区,通州北关,西潞苑小区,6号线通州北关站,1950
2740.0,11.0,3,1,4,12,丰台区,方庄,芳星园三区,14号线东段方庄站,650
1800.0,15.0,3,1,4,6,顺义区,顺义,双兴南区,15号线顺义站,1000
3160.0,16.0,3,1,4,6,朝阳区,东风北桥,驼房营南里,"14号线东段,平谷线东风北桥站",1450
1890.0,12.0,5,1,3,20,通州区,物资学院路,悦澜水岸家园,6号线物资学院路站,2350
4000.0,18.0,2,1,3,6,朝阳区,国贸,南郎家园,"1号线,10号线国贸站",500
3140.0,18.0,2,1,14,14,丰台区,角门东,海户西里,10号线角门东站,750
2810.0,14.0,4,1,9,12,丰台区,草桥,草桥欣园四区,"10号线,大兴机场线草桥站",200
2570.0,10.0,4,1,9,12,丰台区,草桥,草桥欣园四区,"10号线,大兴机场线草桥站",200
2690.0,14.0,4,1,5,6,昌平区,龙泽,金达园,13号线龙泽站,1250
2570.0,11.0,4,1,11,22,丰台区,角门东,首座绿洲,10号线角门东站,750
2500.0,6.0,4,1,1,6,朝阳区,望京南,花家地南里,14号线东段望京南站,1100
1950.0,14.0,2,1,1,6,大兴区,黄村火车站,义和庄北里,4号线大兴线黄村火车站站,600
3810.0,17.0,2,0,4,6,海淀区,永泰庄,永泰园,8号线永泰庄站,600
5350.0,45.0,1,1,1,6,海淀区,永泰庄,永泰东里,8号线永泰庄站,350
2840.0,10.0,2,1,2,21,石景山区,金安桥,金铸阳光苑,"6号线,S1线金安桥站",500
2500.0,11.0,3,1,3,6,昌平区,龙泽,龙兴园西区,13号线龙泽站,1950
1980.0,14.0,2,1,5,6,通州区,梨园,公庄小区,八通线梨园站,1200
2030.0,13.0,3,1,4,6,通州区,梨园,玉桥南里,八通线梨园站,1350
3180.0,20.0,3,1,6,8,通州区,梨园,新城阳光,八通线梨园站,450
2860.0,8.0,4,1,3,9,朝阳区,东风北桥,东润枫景三期,"14号线东段,平谷线东风北桥站",850
2810.0,8.0,2,1,15,18,朝阳区,双井,广渠路48号院,"7号线,10号线双井站",200
1940.0,10.0,3,1,14,28,通州区,土桥,华远铭悦,八通线土桥站,950
2630.0,17.0,2,1,11,12,石景山区,金安桥,模式口南里,"1号线,6号线苹果园站",1500
3970.0,20.0,2,0,3,6,海淀区,永泰庄,永泰西里,8号线永泰庄站,500
2710.0,11.0,3,1,4,6,朝阳区,立水桥南,大羊坊8号院,5号线立水桥南站,400
2690.0,9.0,2,1,11,26,丰台区,西铁营,亚林西居住区,14号线东段西铁营站,450
2410.0,13.0,3,1,2,18,朝阳区,欢乐谷景区,金蝉北里,7号线欢乐谷景区站,550
3030.0,9.0,4,1,22,24,朝阳区,东湖渠,望京花园西区,14号线东段东湖渠站,500
2080.0,10.0,3,1,18,18,朝阳区,管庄,管庄新村,八通线管庄站,600
2170.0,12.0,3,1,18,18,朝阳区,管庄,管庄新村,八通线管庄站,600
2550.0,11.0,3,1,1,15,朝阳区,立水桥南,溪城家园二号院,5号线立水桥南站,1250
3240.0,14.0,3,1,13,24,东城区,广渠门外,东环居苑,"7号线,17号线广渠门外站",650
2230.0,10.0,3,1,4,6,朝阳区,管庄,管庄新村,八通线管庄站,600
1990.0,8.0,4,1,26,27,丰台区,樊羊路,花香东苑,房山线樊羊路站,450
1940.0,14.0,3,1,5,5,通州区,通州北关,华龙小区,6号线通州北关站,2700
2230.0,17.0,2,1,2,5,顺义区,顺义,建新北区,15号线顺义站,700
1380.0,12.0,4,1,6,6,顺义区,俸伯,裕龙六区,15号线俸伯站,1650
1920.0,13.0,3,2,2,7,昌平区,天通苑北,西湖新村,5号线天通苑北站,3950
2250.0,11.0,4,1,12,28,通州区,物资学院路,新建村小区,6号线物资学院路站,550
3790.0,34.0,5,1,5,10,昌平区,朱辛庄,领秀慧谷C区,"昌平线,8号线朱辛庄站",900
3460.0,19.0,2,1,3,6,朝阳区,北工大西门,双龙南里,14号线东段北工大西门站,450
2900.0,8.0,4,1,22,22,朝阳区,望京,望京西园三区,"14号线东段,15号线望京站",600
2700.0,14.0,4,1,1,6,朝阳区,黄渠,常营民族家园CDF区,6号线黄渠站,750
1740.0,12.0,3,1,5,6,通州区,通州北关,王家场,6号线通州北关站,2000
2500.0,13.0,3,1,6,6,朝阳区,常营,连心园西区,6号线常营站,800
2870.0,19.0,3,1,5,6,朝阳区,黄渠,常营民族家园CDF区,6号线黄渠站,750
2260.0,17.0,3,1,2,3,石景山区,苹果园,模式口东里,"1号线,6号线苹果园站",1050
1950.0,10.0,3,1,2,3,石景山区,苹果园,模式口东里,"1号线,6号线苹果园站",1050
2700.0,8.0,4,1,9,11,海淀区,农大南路,肖家河新村西区,4号线大兴线安河桥北站,1250
2640.0,11.0,2,1,3,16,顺义区,花梨坎,枫泉花园,15号线花梨坎站,700
2340.0,12.0,4,1,5,18,朝阳区,传媒大学,定福庄西街,八通线传媒大学站,350
2940.0,13.0,2,1,4,6,丰台区,北京南站,洋桥北里,"4号线大兴线,14号线东段北京南站站",300
2100.0,13.0,3,1,1,4,昌平区,朱辛庄,豆各庄新村,"昌平线,8号线朱辛庄站",1350
2850.0,13.0,4,1,5,9,丰台区,首经贸,万年花城二期,"10号线,房山线首经贸站",350
2250.0,15.0,3,1,4,7,通州区,九棵树,景欣园,八通线九棵树站,450
2780.0,8.0,4,1,4,6,海淀区,西北旺,春晖园,"13号线,昌平线西二旗站",3200
2610.0,10.0,3,1,24,24,朝阳区,黄渠,泰福苑三区,6号线黄渠站,500
1820.0,10.0,3,1,3,15,顺义区,石门,前进花园牡丹苑,15号线石门站,300
2770.0,12.0,2,1,25,29,朝阳区,传媒大学,北花园小区,八通线传媒大学站,600
3010.0,12.0,3,1,12,28,昌平区,龙泽,金域华府,"13号线,昌平线西二旗站",1350
1670.0,10.0,4,1,5,6,顺义区,花梨坎,三山新新家园,15号线花梨坎站,2100
1450.0,5.0,6,2,6,7,通州区,物资学院路,富河园,6号线物资学院路站,1250
